Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Maruti 800 AC,2002,80000,1380188.0,40000,Petrol,Individual,Manual,Fourth & Above Owner
Ford Figo Diesel EXI,2010,130000,528461.33,100000,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel EXI,2012,280000,984201.01,80000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2 BS IV,2011,229999,882569.98,110000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIII,2008,80000,580235.82,120000,Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,2010,70000,273917.82,10000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2013,240000,981028.96,60000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E8,2010,380000,2195091.47,72000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2013,240000,963626.15,60000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XO,2006,80000,488647.43,110000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,2013,265000,942283.18,50000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus Option,2018,320000,665461.92,25000,Petrol,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,2014,500000,1922061.66,120000,Diesel,Individual,Manual,Third Owner
Hyundai Creta 1.6 CRDi SX Option,2016,1300000,3758349.62,55000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1500000,3557669.13,35000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,5108871.12,110000,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W6 2WD,2014,600000,1624722.74,80000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XT,2018,420000,879933.23,80000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2009,140000,829638.79,120000,Petrol,Individual,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000,1258799.43,100000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XL eRLX Euro III,2006,100000,521855.16,60000,Petrol,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,2017,350000,960611.13,25000,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000,1478327.92,19000,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,2008,140000,952939.76,54000,Petrol,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2015,550000,1749996.84,17100,Petrol,Dealer,Manual,Second Owner
Hyundai Grand i10 Asta Option AT,2017,525000,1365390.24,19000,Petrol,Dealer,Automatic,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,470000,1251922.55,146000,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.0L 4X4 AT,2013,900000,2631488.16,98000,Diesel,Dealer,Automatic,First Owner
Ford Endeavour 2.5L 4X2,2011,500000,2754427.58,224642,Diesel,Dealer,Manual,Second Owner
Maruti Zen LXI,1998,80000,2092953.62,120000,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2011,175000,637459.56,175000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 AT W10 AWD,2017,1350000,3110952.1,15000,Diesel,Individual,Automatic,Second Owner
Renault Duster 110PS Diesel RxZ,2017,800000,1611659.65,50000,Diesel,Individual,Manual,First Owner
Datsun RediGO 1.0 S,2017,250000,479580.77,15000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,2018,700000,1398058.37,25000,Petrol,Individual,Automatic,First Owner
Tata Nexon 1.5 Revotorq XM,2019,800000,1667086.61,25000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,660000,2691636.51,69000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,465000,1425788.63,60000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio 2.6 CRDe,2006,180000,1948253.08,222435,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,600000,1548290.26,66000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.4 ZXi Duratec,2010,150000,569113.26,110000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2014,450000,1127415.68,78000,Diesel,Individual,Manual,Second Owner
Hyundai Elite i20 Sportz Plus BSIV,2019,721000,1266603.32,10000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2018,300000,726693.54,35000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio BSIV,2019,1000000,2050760.0,10000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2016,300000,806339.65,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio LX,2013,450000,2021425.58,120000,Diesel,Individual,Manual,First Owner
Maruti Esteem AX,1997,79000,1178061.69,70000,Petrol,Individual,Automatic,First Owner
Ford Figo 1.5D Trend MT,2017,545000,1141928.05,40000,Diesel,Individual,Manual,First Owner
Honda Amaze V Diesel BSIV,2018,844999,1816333.57,20000,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,2016,700000,2101848.28,93000,Diesel,Individual,Manual,First Owner
Toyota Etios VD,2016,650000,1436371.88,159000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,525000,1445742.84,75000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,542002.22,101100,Diesel,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000,1025507.41,66000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era,2012,280000,1033792.25,30000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2019,400000,870357.19,10000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,625000,2026326.0,126000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015,535000,1597251.51,70000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI Optional,2017,459999,1083131.01,50000,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,2010,300000,1164707.27,100000,Diesel,Individual,Manual,First Owner
Honda Civic 1.8 V AT,2007,280000,1537277.12,60000,Petrol,Individual,Automatic,First Owner
Honda Mobilio V i VTEC,2014,500000,1250125.07,70000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 SX,2019,1200000,2565656.15,1200,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2016,300000,813490.02,40000,Petrol,Individual,Manual,First Owner
Tata Manza ELAN Quadrajet BS IV,2011,180000,861687.84,80000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Sportz AT,2011,180000,724441.52,134444,Petrol,Individual,Automatic,Second Owner
Maruti Alto LXi,2009,78000,448109.84,120000,Petrol,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2011,160000,730537.24,120000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,1609708.36,238000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2008,110000,580426.27,100000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX 4WD BSIII,2011,450000,2312226.06,110000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio S9 BSIV,2019,1350000,2801069.39,35000,Diesel,Individual,Manual,First Owner
Honda City 1.3 DX,2003,120000,1154526.53,165000,Petrol,Individual,Manual,Second Owner
Honda BR-V i-DTEC VX MT,2018,1040000,2216145.76,42000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2014,390000,990978.44,70000,Diesel,Individual,Manual,Second Owner
Tata Nano Lx BSIII,2011,65000,258844.8,60000,Petrol,Individual,Manual,Second Owner
Volkswagen Polo Diesel Highline 1.2L,2013,320000,1062732.05,115000,Diesel,Individual,Manual,Third Owner
Volkswagen Ameo 1.5 TDI Highline,2017,720000,1752864.62,70000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI ABS,2007,220000,1569425.12,80000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2011,225000,1208569.61,65000,Petrol,Dealer,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,858802.0,150000,Diesel,Individual,Manual,Second Owner
Toyota Etios GD,2015,434999,1029916.21,75000,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2012,300000,1433962.3,63700,Diesel,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2018,700000,1597782.78,74800,Diesel,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2009,500000,2381862.9,105000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxE,2016,500000,1453626.29,40000,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,2016,400000,1058858.38,90000,Diesel,Individual,Manual,Second Owner
Toyota Corolla Altis D-4D J,2015,825000,1997501.19,75000,Diesel,Dealer,Manual,Second Owner
Maruti Swift Dzire VDI,2018,720000,1578186.09,15000,Diesel,Individual,Manual,First Owner
Maruti 800 AC Uniq,2009,110000,466365.79,30000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,2001966.63,100000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AT BSIV,2009,275000,1995792.62,155000,Diesel,Individual,Automatic,Third Owner
Land Rover Range Rover Evoque 2.2L Dynamic,2012,2349000,11240011.84,149000,Diesel,Individual,Automatic,Second Owner
Hyundai i20 1.4 Sportz,2017,740000,1713178.83,60000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,800000,2151453.03,90000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2019,1100000,2166735.24,100000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive20d,2012,750000,3445666.35,100000,Diesel,Individual,Automatic,Second Owner
Maruti Alto K10 2010-2014 VXI,2012,200000,940608.47,90000,Petrol,Individual,Manual,Second Owner
Tata Spacio SA 6 Seater,2009,210000,1085898.35,75000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2009,270000,1531932.29,120000,Diesel,Individual,Manual,Second Owner
Toyota Etios 1.4 VXD,2016,630000,1732962.35,90000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa S,2015,375000,954897.57,55000,Petrol,Individual,Manual,First Owner
Mahindra Xylo D2,2010,300000,1829068.48,70000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,2016,580000,1572786.19,95000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 CRDi,2014,550000,2161218.95,50000,Diesel,Individual,Manual,First Owner
Maruti Ciaz ZDi Plus SHVS,2016,750000,1724603.45,50000,Diesel,Individual,Manual,First Owner
Maruti Omni E MPI STD BS IV,2014,250000,745128.73,60516,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2012,434999,2108282.2,235000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 280 CDI,2007,900000,7505098.34,76731,Diesel,Dealer,Automatic,First Owner
Maruti Swift ZDI,2016,685000,1452347.99,64000,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2014,540000,1453785.73,65000,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC CVT ZX,2018,1165000,2259790.68,13000,Petrol,Dealer,Automatic,Test Drive Car
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000,1557434.85,77000,Diesel,Dealer,Manual,First Owner
Hyundai EON Era,2011,254999,1283182.41,24000,Petrol,Dealer,Manual,First Owner
Nissan Micra Active XV,2014,280000,999076.28,63840,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XT,2017,370000,945027.75,25000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2011,459999,1540422.91,76400,Diesel,Individual,Manual,Second Owner
Maruti Zen LX,1998,42000,1189552.86,70000,Petrol,Individual,Manual,Third Owner
Maruti Zen LX,1998,42000,868383.69,70000,Petrol,Individual,Manual,Third Owner
Fiat Linea Active (Diesel),2011,190000,751576.06,80000,Diesel,Individual,Manual,Third Owner
Fiat Punto 1.4 Emotion,2010,165000,987230.19,100000,Petrol,Individual,Manual,Fourth & Above Owner
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000,1698809.53,40000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 SX Option,2018,1200000,2335614.48,15000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2011,229999,1308051.35,70000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2018,310000,627116.46,15000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2015,320000,821875.06,40000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2006,100000,694564.12,54000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi,2009,160000,1229371.89,90000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSIII,2007,60000,373006.41,52000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2012,100000,349131.48,200000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2016,350000,742445.82,35000,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ AWD,2017,700000,1830430.71,60000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017,300000,657800.86,31489,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 Asta Option,2018,830000,1542081.68,40000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C6,2013,220000,675670.55,110000,Diesel,Individual,Manual,First Owner
Tata Indigo LX Dicor,2009,130000,912783.51,50000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna,2012,330000,1307506.29,44000,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,2010,254999,887589.28,90000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT (O),2014,600000,1518872.93,50000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2012,210000,959846.11,50000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000,699618.27,81366,Petrol,Individual,Manual,First Owner
Maruti Esteem Vxi - BSIII,2006,95000,1055425.89,110000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999,2123194.05,300000,Diesel,Individual,Manual,First Owner
Hyundai Verna Transform VTVT,2010,229999,979230.5,70000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,2013,400000,1523670.95,100000,Diesel,Individual,Manual,First Owner
Maruti Gypsy King Hard Top Ambulance BSIV,2005,300000,2403662.03,70000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Celebration Edition,2013,300000,1424897.03,50000,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi,2009,80000,421618.15,180000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2008,80000,387272.14,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi,2007,100000,586539.28,90000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Quadrajet LS,2012,300000,923423.27,110000,Diesel,Individual,Manual,First Owner
Maruti Baleno Zeta Automatic,2018,700000,1412255.86,26000,Petrol,Individual,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus,2016,975000,2056622.85,65000,Diesel,Individual,Manual,First Owner
Chevrolet Captiva LT,2009,500000,3607354.13,130000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,550000,2605819.92,75000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XV Premium 110 PS,2014,550000,1613386.47,110000,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,2014,240000,958020.3,50000,Petrol,Individual,Manual,First Owner
Maruti 800 Std,1997,50000,1156325.11,80000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aura 1.2 Safire,2009,120000,780789.75,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2013,900000,3426040.21,60000,Petrol,Individual,Manual,Second Owner
Honda City 1.5 V MT,2009,250000,1469229.47,90000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2017,280000,592069.12,36000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000,359903.86,87000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2011,90000,287495.45,80000,Diesel,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,1333489.13,50000,Diesel,Individual,Manual,First Owner
Maruti 800 Std,2013,200000,700831.43,60000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2015,250000,602007.3,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,185000,576750.75,40000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Magna 1.1,2008,100000,840735.11,60000,Petrol,Individual,Manual,Second Owner
Toyota Etios VXD,2015,610000,1473711.07,55000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C8,2012,290000,1049726.31,80000,Diesel,Individual,Manual,First Owner
Mahindra Xylo E9,2012,300000,1047113.76,295000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2015,225000,759993.55,80000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017,320000,671872.13,50000,Petrol,Individual,Manual,Second Owner
Tata Indigo CR4,2012,135000,542485.88,158000,Diesel,Individual,Manual,Third Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,3997586.64,400000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R VXI BS IV,2016,400000,891783.32,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2017,570000,1134897.98,35000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,2018,500000,950605.14,12000,Petrol,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2015,130000,478864.13,70000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2018,360000,731263.27,4000,Petrol,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,1345395.08,10832,Petrol,Dealer,Manual,First Owner
Hyundai i10 Era,2009,250000,1530644.49,50000,Petrol,Individual,Manual,First Owner
Nissan Sunny XL,2016,600000,1364606.61,19495,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL Plus,2013,570000,1644620.53,62668,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,850000,2589892.71,85710,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2011,250000,896516.37,55130,Diesel,Dealer,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,1855627.16,63356,Diesel,Dealer,Manual,Second Owner
Toyota Fortuner 3.0 Diesel,2012,1680000,6818695.63,129627,Diesel,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,2010,180000,730690.59,15000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2017,300000,586828.6,50000,Petrol,Individual,Manual,First Owner
Toyota Etios Liva VX,2012,269000,1160768.06,70000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI,2018,231999,455737.9,20000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2011,150000,648619.7,60000,Petrol,Individual,Manual,Third Owner
Hyundai Grand i10 Asta Option,2017,495000,1218999.75,5000,Petrol,Individual,Manual,First Owner
Maruti Ciaz VXi,2014,700000,2426582.01,15000,Petrol,Individual,Manual,First Owner
Datsun GO Plus T BSIV,2018,400000,786593.53,4400,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H4,2019,599000,1122882.54,15000,Diesel,Individual,Manual,Third Owner
Renault Duster 85PS Diesel RxL Optional,2013,421000,1705346.5,45000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1441105.48,1000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.1L,2014,295000,798063.65,38500,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz,2011,220000,1016995.0,25000,Petrol,Individual,Manual,First Owner
Ford Classic 1.4 Duratorq LXI,2013,250000,976399.25,35000,Diesel,Individual,Manual,First Owner
Toyota Fortuner 3.0 Diesel,2009,1100000,5531272.47,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 VTVT,2012,300000,1461613.2,40000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2,2007,80000,742658.07,110000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,215000,811945.96,20000,Diesel,Individual,Manual,Third Owner
Hyundai EON Magna Plus,2012,245000,975812.32,14987,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,1654511.57,25061,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2017,760000,1547576.87,42494,Diesel,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,2014,395000,945785.29,44875,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2014,280000,676030.0,89741,Diesel,Dealer,Manual,Second Owner
Honda Jazz 1.5 S i DTEC,2016,495000,1119819.42,65000,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2016,525000,1617939.66,35000,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 GX 8 STR BSIV,2009,420000,1750739.15,347089,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x2,2010,210000,1320441.71,34500,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2018,650000,1283676.25,30000,Petrol,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Line,2018,2300000,5260111.33,39000,Diesel,Individual,Automatic,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,1071212.92,16000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2010,195000,1224219.49,80000,CNG,Individual,Manual,Second Owner
Maruti Ertiga SHVS VDI,2016,650000,1654511.29,60000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,2015,540000,1697501.86,110000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,180000,708322.06,61000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus ZLX,2017,750000,1788108.83,29000,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,2018,980000,1877560.27,50000,Diesel,Individual,Manual,First Owner
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000,659645.88,90000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,1026569.5,35000,Petrol,Individual,Automatic,First Owner
Volkswagen Vento 1.6 Highline,2015,509999,1451093.8,43000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 LXI,2017,320000,853904.26,50000,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite,2016,275000,742482.29,25000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,550000,1459711.01,222252,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2009,145000,1141533.96,50000,Petrol,Individual,Manual,Second Owner
Fiat Grande Punto Emotion 90Hp,2013,250000,727221.12,80000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2012,520000,1765190.22,35000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2007,95000,650655.87,85000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 7-seater,2011,725000,3650372.45,110000,Diesel,Individual,Manual,Third Owner
Maruti 800 AC,2006,55000,592639.62,70000,Petrol,Individual,Manual,Second Owner
Honda City i DTEC VX,2014,600000,1907218.1,100000,Diesel,Individual,Manual,First Owner
Volkswagen Vento New Diesel Highline,2013,330000,1356968.07,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,470000,1310317.03,89000,Diesel,Individual,Manual,First Owner
Maruti Swift ZDi,2013,365000,1032637.6,120000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,2013,250000,889789.15,40000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2017,430000,1147048.28,17000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2013,400000,1383948.02,125000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,2015,615000,1885940.14,110000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2011,150000,493547.84,120000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2014,240000,609743.28,90000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S10 7 Seater,2014,800000,3137600.56,90000,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,2015,240000,817403.03,110000,LPG,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,2405775.57,87000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio LX,2014,800000,2439139.7,15000,Diesel,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,434051.09,70000,Petrol,Individual,Manual,First Owner
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,1763278.16,38000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,2011,300000,1312432.68,64000,Petrol,Individual,Manual,Second Owner
Tata Sumo Gold EX BSIII,2015,399000,1144087.25,55250,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,2011,300000,1615387.35,110000,Diesel,Individual,Manual,First Owner
Maruti A-Star AT VXI,2012,150000,713386.12,70000,Petrol,Individual,Automatic,First Owner
Chevrolet Cruze LTZ,2010,320000,1996474.76,60000,Diesel,Individual,Manual,Third Owner
Tata Hexa XM,2018,1280000,2821560.88,17000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,300000,572524.17,13000,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,2753229.38,60000,Diesel,Individual,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2012,1090000,5640840.08,120000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,1627076.6,97000,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2007,60000,542384.1,130000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,2013,500000,2068005.24,50000,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2012,200000,881124.59,120000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,1803824.67,68000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2006,60000,319911.58,100000,Petrol,Individual,Manual,Second Owner
Maruti Ertiga VDI,2013,250999,960131.44,80000,Diesel,Individual,Manual,First Owner
Hyundai Accent Executive CNG,2012,185000,615512.46,67000,CNG,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,2015,155000,451983.26,60000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI,2019,600000,1130483.34,5000,Petrol,Individual,Manual,First Owner
Renault KWID RXE,2016,300000,666984.75,20000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 E Plus,2018,850000,1655057.07,12500,Petrol,Individual,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,820031.27,4000,CNG,Individual,Manual,First Owner
